"year","district","primary_type","arrests"
2013,2,"CRIMINAL DAMAGE",76
2013,9,"WEAPONS VIOLATION",146
2011,2,"OFFENSE INVOLVING CHILDREN",15
2019,8,"OBSCENITY",5
2018,16,"CRIM SEXUAL ASSAULT",6
2019,16,"CRIMINAL TRESPASS",123
2015,9,"ASSAULT",209
2015,5,"PUBLIC INDECENCY",1
2016,5,"ROBBERY",32
2016,9,"ROBBERY",72
2017,5,"CRIMINAL DAMAGE",97
2017,25,"BATTERY",553
2017,4,"BATTERY",736
2017,2,"CRIMINAL DAMAGE",71
2018,25,"NARCOTICS",524
2018,5,"INTERFERENCE WITH PUBLIC OFFICER",132
2018,9,"LIQUOR LAW VIOLATION",7
2019,4,"CRIMINAL TRESPASS",211
2019,4,"PUBLIC PEACE VIOLATION",62
2001,4,"HOMICIDE",37
2001,8,"DECEPTIVE PRACTICE",266
2014,4,"HOMICIDE",16
2002,9,"LIQUOR LAW VIOLATION",117
2003,4,"HOMICIDE",24
2002,22,"NARCOTICS",1506
2003,16,"OFFENSE INVOLVING CHILDREN",19
2003,8,"MOTOR VEHICLE THEFT",256
2004,4,"HOMICIDE",15
2004,16,"OTHER OFFENSE",238
2004,5,"INTIMIDATION",4
2004,2,"GAMBLING",64
2004,4,"CRIMINAL DAMAGE",202
2004,5,"GAMBLING",51
2004,16,"CRIMINAL DAMAGE",133
2005,16,"CRIMINAL TRESPASS",460
2005,22,"SEX OFFENSE",16
2005,16,"OTHER OFFENSE",205
2005,5,"DECEPTIVE PRACTICE",48
2005,8,"PUBLIC PEACE VIOLATION",214
2006,16,"BATTERY",554
2006,9,"CRIMINAL DAMAGE",327
2006,4,"GAMBLING",75
2006,9,"BATTERY",1021
2007,17,"ROBBERY",42
2008,16,"ASSAULT",155
2008,2,"DECEPTIVE PRACTICE",68
2008,4,"LIQUOR LAW VIOLATION",49
2009,9,"PUBLIC PEACE VIOLATION",238
2009,5,"INTERFERENCE WITH PUBLIC OFFICER",35
2009,17,"BATTERY",541
2009,17,"PUBLIC PEACE VIOLATION",74
2009,4,"NARCOTICS",2826
2009,17,"NARCOTICS",690
2009,8,"DECEPTIVE PRACTICE",117
2010,25,"PROSTITUTION",358
2011,17,"CRIMINAL DAMAGE",131
2011,2,"OTHER OFFENSE",107
2011,8,"CRIMINAL TRESPASS",322
2012,4,"LIQUOR LAW VIOLATION",29
2012,25,"NARCOTICS",2185
2012,16,"WEAPONS VIOLATION",34
2012,17,"ROBBERY",54
2013,2,"ROBBERY",62
2013,5,"WEAPONS VIOLATION",240
2013,17,"BATTERY",325
2015,8,"OTHER OFFENSE",313
2015,25,"SEX OFFENSE",16
2015,9,"CRIMINAL TRESPASS",152
2016,16,"SEX OFFENSE",9
2016,5,"OTHER OFFENSE",264
2016,9,"BURGLARY",32
2016,8,"WEAPONS VIOLATION",132
2017,8,"OBSCENITY",12
2018,9,"DECEPTIVE PRACTICE",23
2018,2,"BATTERY",439
2019,5,"OFFENSE INVOLVING CHILDREN",12
2002,16,"ASSAULT",238
2002,22,"INTERFERENCE WITH PUBLIC OFFICER",10
2002,9,"BURGLARY",144
2002,5,"NARCOTICS",1946
2003,22,"NARCOTICS",1355
2003,2,"DECEPTIVE PRACTICE",112
2003,9,"ARSON",33
2004,22,"DECEPTIVE PRACTICE",69
2004,4,"ARSON",8
2004,25,"INTERFERENCE WITH PUBLIC OFFICER",33
2004,16,"CRIMINAL TRESPASS",445
2004,16,"GAMBLING",20
2005,4,"BATTERY",1023
2005,4,"KIDNAPPING",3
2005,5,"GAMBLING",42
2005,9,"PROSTITUTION",493
2006,9,"ROBBERY",97
2006,4,"MOTOR VEHICLE THEFT",97
2006,9,"LIQUOR LAW VIOLATION",45
2007,8,"CRIMINAL TRESPASS",416
2007,22,"DECEPTIVE PRACTICE",45
2007,17,"NARCOTICS",709
2007,17,"PROSTITUTION",36
2007,9,"BATTERY",1073
2007,8,"WEAPONS VIOLATION",211
2008,4,"DECEPTIVE PRACTICE",71
2008,4,"CRIMINAL TRESPASS",305
2008,8,"CRIMINAL TRESPASS",280
2008,22,"LIQUOR LAW VIOLATION",14
2009,2,"GAMBLING",66
2009,5,"GAMBLING",46
2009,8,"OFFENSE INVOLVING CHILDREN",41
2009,8,"WEAPONS VIOLATION",265
2009,4,"ROBBERY",73
2009,5,"ASSAULT",337
2010,5,"ASSAULT",301
2010,22,"DECEPTIVE PRACTICE",51
2012,8,"CRIMINAL DAMAGE",278
2012,8,"BATTERY",929
2013,4,"CRIMINAL DAMAGE",125
2013,5,"PUBLIC PEACE VIOLATION",92
2013,9,"SEX OFFENSE",17
2013,2,"PUBLIC PEACE VIOLATION",90
2014,17,"WEAPONS VIOLATION",35
2014,5,"NARCOTICS",1207
2014,16,"NARCOTICS",605
2014,9,"OTHER OFFENSE",227
2014,16,"WEAPONS VIOLATION",41
2008,8,"OFFENSE INVOLVING CHILDREN",36
2019,9,"INTERFERENCE WITH PUBLIC OFFICER",73
2018,8,"BURGLARY",47
2015,8,"OBSCENITY",5
2016,5,"GAMBLING",5
2016,8,"BATTERY",665
2017,9,"WEAPONS VIOLATION",185
2017,17,"WEAPONS VIOLATION",25
2017,16,"ROBBERY",20
2018,4,"ROBBERY",41
2018,5,"OBSCENITY",2
2018,16,"CRIMINAL DAMAGE",37
2018,22,"CRIMINAL TRESPASS",179
2019,5,"CONCEALED CARRY LICENSE VIOLATION",9
2019,4,"GAMBLING",10
2002,16,"LIQUOR LAW VIOLATION",78
2002,22,"BATTERY",536
2003,4,"INTERFERENCE WITH PUBLIC OFFICER",7
2003,4,"PUBLIC PEACE VIOLATION",31
2003,5,"CRIM SEXUAL ASSAULT",17
2003,5,"MOTOR VEHICLE THEFT",80
2003,22,"OTHER OFFENSE",161
2003,8,"SEX OFFENSE",33
2004,4,"INTERFERENCE WITH PUBLIC OFFICER",8
2004,5,"INTERFERENCE WITH PUBLIC OFFICER",20
2004,16,"SEX OFFENSE",36
2005,8,"WEAPONS VIOLATION",217
2005,22,"ASSAULT",183
2006,8,"PROSTITUTION",442
2006,9,"THEFT",562
2006,5,"LIQUOR LAW VIOLATION",27
2006,9,"PUBLIC PEACE VIOLATION",197
2007,2,"DECEPTIVE PRACTICE",115
2007,25,"NARCOTICS",2352
2007,8,"ARSON",8
2007,22,"ASSAULT",192
2008,8,"SEX OFFENSE",36
2008,9,"OTHER OFFENSE",230
2008,9,"BATTERY",709
2009,4,"LIQUOR LAW VIOLATION",23
2009,4,"SEX OFFENSE",13
2009,9,"WEAPONS VIOLATION",259
2009,17,"OTHER OFFENSE",132
2011,5,"NARCOTICS",1801
2011,16,"CRIMINAL TRESPASS",255
2012,4,"GAMBLING",18
2012,9,"CRIM SEXUAL ASSAULT",10
2013,17,"PROSTITUTION",17
2013,4,"BATTERY",762
2013,17,"INTERFERENCE WITH PUBLIC OFFICER",18
2013,16,"SEX OFFENSE",13
2014,8,"DECEPTIVE PRACTICE",61
2014,8,"CRIMINAL DAMAGE",211
2014,4,"CRIM SEXUAL ASSAULT",11
2014,4,"NARCOTICS",1727
2014,22,"MOTOR VEHICLE THEFT",36
2006,8,"CRIM SEXUAL ASSAULT",23
2015,5,"SEX OFFENSE",7
2019,9,"CRIMINAL TRESPASS",126
2019,22,"INTERFERENCE WITH PUBLIC OFFICER",49
2015,22,"WEAPONS VIOLATION",93
2015,9,"PUBLIC PEACE VIOLATION",84
2015,4,"NARCOTICS",1230
2015,9,"OTHER OFFENSE",262
2015,17,"DECEPTIVE PRACTICE",15
2017,9,"ASSAULT",186
2017,4,"OFFENSE INVOLVING CHILDREN",32
2018,22,"INTERFERENCE WITH PUBLIC OFFICER",31
2018,9,"OTHER OFFENSE",160
2002,9,"MOTOR VEHICLE THEFT",190
2002,16,"MOTOR VEHICLE THEFT",64
2002,9,"GAMBLING",51
2002,22,"MOTOR VEHICLE THEFT",116
2002,4,"LIQUOR LAW VIOLATION",55
2003,9,"MOTOR VEHICLE THEFT",159
2004,6,"OTHER OFFENSE",204
2004,24,"OTHER OFFENSE",143
2005,17,"PROSTITUTION",123
2005,25,"DECEPTIVE PRACTICE",139
2005,16,"PUBLIC PEACE VIOLATION",61
2001,8,"OFFENSE INVOLVING CHILDREN",50
2007,2,"INTERFERENCE WITH PUBLIC OFFICER",29
2007,17,"MOTOR VEHICLE THEFT",34
2007,17,"PUBLIC PEACE VIOLATION",82
2008,16,"DECEPTIVE PRACTICE",96
2008,9,"SEX OFFENSE",40
2008,17,"OTHER OFFENSE",97
2008,16,"INTERFERENCE WITH PUBLIC OFFICER",6
2008,9,"MOTOR VEHICLE THEFT",87
2008,9,"WEAPONS VIOLATION",201
2009,22,"BATTERY",495
2009,9,"CRIMINAL DAMAGE",249
2009,22,"PUBLIC PEACE VIOLATION",61
2009,4,"INTERFERENCE WITH PUBLIC OFFICER",26
2009,9,"ASSAULT",381
2010,17,"CRIMINAL DAMAGE",108
2010,9,"MOTOR VEHICLE THEFT",66
2010,22,"CRIMINAL TRESPASS",242
2011,9,"ROBBERY",75
2011,8,"OBSCENITY",5
2012,16,"BURGLARY",45
2012,22,"CRIMINAL TRESPASS",171
2012,8,"LIQUOR LAW VIOLATION",42
2012,22,"OTHER OFFENSE",102
2012,2,"GAMBLING",41
2012,16,"INTERFERENCE WITH PUBLIC OFFICER",25
2013,5,"OTHER OFFENSE",159
2005,17,"CRIM SEXUAL ASSAULT",8
2019,17,"NARCOTICS",126
2019,25,"NARCOTICS",579
2015,8,"DECEPTIVE PRACTICE",56
2015,22,"CRIMINAL TRESPASS",109
2016,8,"ARSON",3
2016,16,"PUBLIC PEACE VIOLATION",12
2017,8,"CRIMINAL DAMAGE",126
2015,31,"OFFENSE INVOLVING CHILDREN",1
2017,5,"BATTERY",593
2017,17,"BATTERY",212
2018,5,"BATTERY",539
2019,5,"PUBLIC PEACE VIOLATION",26
2002,5,"GAMBLING",41
2002,22,"LIQUOR LAW VIOLATION",45
2003,2,"ARSON",6
2004,9,"MOTOR VEHICLE THEFT",134
2004,2,"DECEPTIVE PRACTICE",107
2004,22,"CRIMINAL DAMAGE",105
2004,9,"PROSTITUTION",577
2004,9,"GAMBLING",50
2005,5,"PUBLIC PEACE VIOLATION",27
2005,5,"INTERFERENCE WITH PUBLIC OFFICER",24
2005,8,"SEX OFFENSE",41
2005,9,"PUBLIC PEACE VIOLATION",150
2006,2,"BATTERY",986
2006,8,"INTERFERENCE WITH PUBLIC OFFICER",32
2006,22,"MOTOR VEHICLE THEFT",57
2006,22,"WEAPONS VIOLATION",86
2006,4,"INTERFERENCE WITH PUBLIC OFFICER",21
2006,25,"CRIM SEXUAL ASSAULT",20
2009,2,"OFFENSE INVOLVING CHILDREN",21
2009,9,"OFFENSE INVOLVING CHILDREN",38
2009,4,"DECEPTIVE PRACTICE",57
2009,4,"BURGLARY",95
2010,17,"THEFT",348
2010,5,"MOTOR VEHICLE THEFT",33
2011,5,"ASSAULT",335
2011,17,"BATTERY",500
2011,8,"INTERFERENCE WITH PUBLIC OFFICER",63
2011,8,"GAMBLING",34
2012,5,"PUBLIC PEACE VIOLATION",81
2016,16,"OFFENSE INVOLVING CHILDREN",9
2017,4,"HOMICIDE",12
2019,22,"OBSCENITY",2
2015,2,"NARCOTICS",504
2015,8,"PUBLIC PEACE VIOLATION",166
2015,17,"OFFENSE INVOLVING CHILDREN",12
2016,25,"BATTERY",619
2016,4,"CRIM SEXUAL ASSAULT",9
2017,2,"NARCOTICS",251
2017,2,"OTHER OFFENSE",95
2018,16,"CRIMINAL TRESPASS",145
2002,9,"ASSAULT",436
2002,4,"OFFENSE INVOLVING CHILDREN",41
2003,17,"WEAPONS VIOLATION",54
2003,5,"NARCOTICS",2021
2003,22,"SEX OFFENSE",18
2004,8,"MOTOR VEHICLE THEFT",205
2004,9,"CRIMINAL DAMAGE",275
2005,17,"OTHER NARCOTIC VIOLATION",4
2005,5,"STALKING",2
2008,17,"NARCOTICS",632
2008,8,"PUBLIC PEACE VIOLATION",162
2009,4,"OFFENSE INVOLVING CHILDREN",37
2009,16,"LIQUOR LAW VIOLATION",33
2009,5,"SEX OFFENSE",11
2009,9,"ROBBERY",63
2009,9,"MOTOR VEHICLE THEFT",93
2010,4,"SEX OFFENSE",15
2010,5,"PUBLIC PEACE VIOLATION",96
2011,8,"CRIMINAL DAMAGE",257
2011,4,"GAMBLING",28
2011,4,"WEAPONS VIOLATION",252
2012,2,"CRIM SEXUAL ASSAULT",6
2012,9,"OTHER OFFENSE",178
2012,5,"THEFT",140
2013,8,"LIQUOR LAW VIOLATION",29
2013,8,"OTHER OFFENSE",180
2013,25,"NARCOTICS",1862
2013,16,"NARCOTICS",816
2015,5,"OFFENSE INVOLVING CHILDREN",21
2016,16,"DECEPTIVE PRACTICE",39
2016,9,"CRIMINAL TRESPASS",114
2017,17,"ASSAULT",68
2018,4,"GAMBLING",8
2018,5,"WEAPONS VIOLATION",264
2003,17,"OTHER OFFENSE",198
2004,16,"NARCOTICS",820
2004,4,"OFFENSE INVOLVING CHILDREN",53
2004,16,"CRIM SEXUAL ASSAULT",6
2005,22,"DECEPTIVE PRACTICE",55
2005,17,"THEFT",443
2005,22,"CRIMINAL TRESPASS",183
2006,5,"ROBBERY",62
2006,25,"BURGLARY",93
2007,22,"CRIMINAL TRESPASS",228
2008,25,"DECEPTIVE PRACTICE",120
2008,4,"GAMBLING",34
2008,8,"BATTERY",816
2008,9,"LIQUOR LAW VIOLATION",50
2010,17,"INTERFERENCE WITH PUBLIC OFFICER",23
2010,16,"PUBLIC PEACE VIOLATION",38
2011,9,"INTERFERENCE WITH PUBLIC OFFICER",93
2011,25,"CRIMINAL DAMAGE",179
2011,16,"DECEPTIVE PRACTICE",57
2011,5,"SEX OFFENSE",9
2011,5,"STALKING",1
2011,5,"PUBLIC PEACE VIOLATION",84
2011,9,"OFFENSE INVOLVING CHILDREN",51
2011,17,"CRIMINAL TRESPASS",121
2012,9,"GAMBLING",13
2013,16,"PROSTITUTION",7
2013,8,"PUBLIC PEACE VIOLATION",223
2019,5,"ASSAULT",185
2015,16,"LIQUOR LAW VIOLATION",12
2015,2,"OTHER OFFENSE",107
2016,16,"ROBBERY",29
2016,16,"MOTOR VEHICLE THEFT",44
2017,16,"BATTERY",321
2017,9,"CRIMINAL TRESPASS",155
2017,5,"PUBLIC PEACE VIOLATION",55
2017,4,"WEAPONS VIOLATION",267
2017,16,"INTERFERENCE WITH PUBLIC OFFICER",15
2018,22,"NARCOTICS",198
2018,4,"PUBLIC PEACE VIOLATION",57
2018,5,"CRIMINAL TRESPASS",242
2018,25,"MOTOR VEHICLE THEFT",25
2015,25,"HOMICIDE",13
2002,2,"GAMBLING",81
2002,17,"WEAPONS VIOLATION",91
2002,17,"LIQUOR LAW VIOLATION",79
2003,9,"PUBLIC PEACE VIOLATION",108
2003,22,"BURGLARY",44
2004,22,"WEAPONS VIOLATION",132
2004,9,"OFFENSE INVOLVING CHILDREN",32
2006,8,"HOMICIDE",12
2005,22,"LIQUOR LAW VIOLATION",37
2005,16,"BATTERY",586
2006,8,"ASSAULT",459
2006,5,"CRIMINAL TRESPASS",305
2006,16,"OTHER OFFENSE",186
2006,5,"ASSAULT",271
2006,5,"OTHER OFFENSE",143
2006,16,"OFFENSE INVOLVING CHILDREN",27
2006,4,"LIQUOR LAW VIOLATION",53
2007,4,"BATTERY",1017
2007,8,"SEX OFFENSE",35
2007,4,"ROBBERY",87
2007,22,"OTHER OFFENSE",105
2007,5,"ASSAULT",352
2008,4,"ROBBERY",96
2008,2,"NARCOTICS",1815
2008,8,"INTERFERENCE WITH PUBLIC OFFICER",44
2010,25,"NARCOTICS",2627
2001,8,"HOMICIDE",13
2010,8,"ASSAULT",337
2010,16,"CRIMINAL TRESPASS",238
2011,16,"CRIMINAL DAMAGE",99
2011,8,"PUBLIC PEACE VIOLATION",294
2012,8,"ROBBERY",118
2013,8,"WEAPONS VIOLATION",164
2013,8,"ASSAULT",289
2019,9,"ROBBERY",41
2016,16,"ASSAULT",98
2016,17,"NARCOTICS",157
2017,5,"DECEPTIVE PRACTICE",31
2018,5,"OFFENSE INVOLVING CHILDREN",15
2018,2,"CRIMINAL DAMAGE",72
2019,4,"LIQUOR LAW VIOLATION",8
2011,5,"HOMICIDE",17
2002,4,"SEX OFFENSE",26
2002,8,"LIQUOR LAW VIOLATION",75
2003,8,"CRIMINAL DAMAGE",260
2003,22,"ASSAULT",194
2003,22,"STALKING",1
2003,16,"LIQUOR LAW VIOLATION",75
2004,2,"OTHER OFFENSE",209
2006,9,"HOMICIDE",21
2004,22,"ARSON",6
2005,8,"OFFENSE INVOLVING CHILDREN",33
2005,9,"LIQUOR LAW VIOLATION",53
2007,16,"HOMICIDE",4
2006,16,"WEAPONS VIOLATION",35
2006,4,"ROBBERY",99
2006,16,"SEX OFFENSE",18
2007,4,"OFFENSE INVOLVING CHILDREN",49
2007,2,"OTHER OFFENSE",179
2007,16,"CRIMINAL TRESPASS",290
2007,25,"SEX OFFENSE",41
2007,9,"INTERFERENCE WITH PUBLIC OFFICER",33
2009,4,"MOTOR VEHICLE THEFT",57
2009,16,"SEX OFFENSE",19
2010,16,"DECEPTIVE PRACTICE",58
2011,5,"OTHER OFFENSE",160
2012,25,"OTHER OFFENSE",216
2012,22,"LIQUOR LAW VIOLATION",14
2012,9,"BATTERY",657
2013,5,"BATTERY",735
2019,16,"ASSAULT",97
2019,5,"BATTERY",537
2015,5,"ASSAULT",263
2015,2,"ASSAULT",118
2016,4,"OFFENSE INVOLVING CHILDREN",19
2016,8,"NARCOTICS",541
2016,8,"BURGLARY",56
2016,9,"CRIMINAL DAMAGE",94
2016,16,"INTERFERENCE WITH PUBLIC OFFICER",10
2016,5,"CRIMINAL TRESPASS",190
2018,9,"NARCOTICS",421
2002,9,"HOMICIDE",20
2010,8,"HOMICIDE",18
2002,8,"MOTOR VEHICLE THEFT",297
2002,16,"PUBLIC PEACE VIOLATION",44
2002,9,"BATTERY",1185
2002,25,"WEAPONS VIOLATION",209
2003,25,"CRIM SEXUAL ASSAULT",26
2003,8,"INTERFERENCE WITH PUBLIC OFFICER",19
2005,5,"HOMICIDE",18
2004,17,"LIQUOR LAW VIOLATION",51
2004,25,"GAMBLING",41
2005,16,"ROBBERY",27
2006,17,"BATTERY",729
2006,9,"SEX OFFENSE",31
2006,2,"DECEPTIVE PRACTICE",86
2008,22,"OTHER OFFENSE",81
2009,16,"ASSAULT",151
2009,22,"NARCOTICS",1137
2010,9,"CRIMINAL DAMAGE",174
2010,2,"NARCOTICS",1722
2011,2,"NARCOTICS",1562
2012,17,"INTERFERENCE WITH PUBLIC OFFICER",16
2012,16,"OFFENSE INVOLVING CHILDREN",15
2012,9,"ROBBERY",75
2015,25,"NARCOTICS",1365
2019,9,"OTHER OFFENSE",180
2016,22,"ASSAULT",103
2016,8,"INTERFERENCE WITH PUBLIC OFFICER",41
2016,4,"LIQUOR LAW VIOLATION",7
2016,22,"BATTERY",284
2019,22,"NARCOTICS",285
2003,8,"CRIMINAL TRESPASS",449
2003,4,"MOTOR VEHICLE THEFT",139
2004,9,"CRIM SEXUAL ASSAULT",16
2003,22,"OFFENSE INVOLVING CHILDREN",32
2004,22,"MOTOR VEHICLE THEFT",65
2005,25,"PROSTITUTION",783
2005,4,"LIQUOR LAW VIOLATION",39
2006,5,"GAMBLING",54
2006,9,"CRIMINAL TRESPASS",467
2006,5,"PUBLIC PEACE VIOLATION",36
2007,16,"SEX OFFENSE",24
2008,9,"PUBLIC PEACE VIOLATION",172
2008,22,"BURGLARY",96
2009,5,"CRIMINAL DAMAGE",103
2009,5,"THEFT",182
2011,8,"PROSTITUTION",274
2011,17,"GAMBLING",4
2012,9,"SEX OFFENSE",24
2013,17,"NARCOTICS",438
2013,8,"CRIMINAL DAMAGE",206
2016,17,"OTHER OFFENSE",59
2016,16,"OTHER OFFENSE",83
2017,22,"STALKING",1
2017,8,"SEX OFFENSE",19
2017,8,"WEAPONS VIOLATION",186
2001,2,"HOMICIDE",20
2018,8,"BATTERY",618
2018,16,"ROBBERY",8
2019,5,"CRIMINAL TRESPASS",247
2010,4,"HOMICIDE",14
2002,5,"CRIM SEXUAL ASSAULT",21
2002,2,"OFFENSE INVOLVING CHILDREN",34
2015,8,"HOMICIDE",13
2002,22,"DECEPTIVE PRACTICE",66
2003,5,"GAMBLING",53
2003,25,"NARCOTICS",2985
2004,22,"PUBLIC PEACE VIOLATION",26
2005,25,"LIQUOR LAW VIOLATION",110
2005,17,"WEAPONS VIOLATION",62
2008,4,"HOMICIDE",27
2005,17,"CRIMINAL DAMAGE",168
2006,2,"OTHER OFFENSE",138
2009,6,"NARCOTICS",2852
2009,22,"OFFENSE INVOLVING CHILDREN",15
2009,16,"OFFENSE INVOLVING CHILDREN",19
2010,22,"LIQUOR LAW VIOLATION",17
2010,17,"BATTERY",551
2010,17,"CRIM SEXUAL ASSAULT",12
2010,8,"ARSON",4
2011,16,"BURGLARY",46
2012,22,"KIDNAPPING",1
2019,5,"WEAPONS VIOLATION",309
2019,8,"CRIMINAL DAMAGE",106
2015,8,"CRIMINAL TRESPASS",182
2015,5,"MOTOR VEHICLE THEFT",27
2015,25,"ASSAULT",226
2015,22,"OFFENSE INVOLVING CHILDREN",17
2016,2,"ASSAULT",124
2016,25,"CRIMINAL TRESPASS",148
2016,5,"PUBLIC PEACE VIOLATION",57
2018,9,"CONCEALED CARRY LICENSE VIOLATION",2
2002,17,"ASSAULT",176
2002,22,"SEX OFFENSE",19
2002,16,"PROSTITUTION",34
2017,8,"HOMICIDE",8
2003,5,"HOMICIDE",22
2005,8,"HOMICIDE",22
2003,16,"GAMBLING",18
2004,2,"INTERFERENCE WITH PUBLIC OFFICER",27
2004,17,"OTHER OFFENSE",143
2004,16,"BURGLARY",35
2004,4,"LIQUOR LAW VIOLATION",41
2004,5,"MOTOR VEHICLE THEFT",79
2006,17,"CRIMINAL TRESPASS",230
2006,17,"PUBLIC PEACE VIOLATION",157
2006,16,"LIQUOR LAW VIOLATION",46
2006,22,"ROBBERY",70
2007,22,"CRIMINAL DAMAGE",88
2007,4,"PUBLIC PEACE VIOLATION",119
2007,5,"PUBLIC PEACE VIOLATION",50
2007,8,"LIQUOR LAW VIOLATION",71
2007,9,"ROBBERY",100
2008,22,"ROBBERY",62
2008,22,"CRIMINAL TRESPASS",213
2009,17,"CRIMINAL TRESPASS",169
2010,16,"OFFENSE INVOLVING CHILDREN",17
2010,16,"ASSAULT",147
2010,2,"ASSAULT",183
2011,9,"PUBLIC PEACE VIOLATION",179
2012,2,"OTHER OFFENSE",107
2012,4,"INTERFERENCE WITH PUBLIC OFFICER",53
2012,16,"CRIMINAL DAMAGE",69
2013,17,"LIQUOR LAW VIOLATION",24
2013,4,"INTERFERENCE WITH PUBLIC OFFICER",63
2013,16,"OFFENSE INVOLVING CHILDREN",9
2014,16,"OFFENSE INVOLVING CHILDREN",19
2014,4,"WEAPONS VIOLATION",243
2014,2,"NARCOTICS",858
2014,25,"INTERFERENCE WITH PUBLIC OFFICER",106
2013,5,"ASSAULT",289
2013,8,"DECEPTIVE PRACTICE",74
2014,8,"CRIMINAL TRESPASS",246
2014,22,"BATTERY",341
2014,22,"DECEPTIVE PRACTICE",37
2014,4,"ASSAULT",339
2014,5,"BATTERY",729
2015,8,"BATTERY",710
2013,22,"NARCOTICS",970
2014,16,"DECEPTIVE PRACTICE",48
2014,9,"ASSAULT",232
2014,25,"NARCOTICS",1583
2014,4,"LIQUOR LAW VIOLATION",21
2014,4,"INTERFERENCE WITH PUBLIC OFFICER",76
2014,8,"NARCOTICS",1402
2009,5,"OFFENSE INVOLVING CHILDREN",27
2017,4,"SEX OFFENSE",10
2017,8,"OFFENSE INVOLVING CHILDREN",25
2017,22,"MOTOR VEHICLE THEFT",26
2017,9,"ROBBERY",67
2018,2,"INTIMIDATION",2
2019,16,"CRIMINAL DAMAGE",55
2002,8,"CRIM SEXUAL ASSAULT",32
2002,4,"ROBBERY",83
2003,5,"INTERFERENCE WITH PUBLIC OFFICER",20
2003,17,"OBSCENITY",2
2003,9,"CRIM SEXUAL ASSAULT",20
2004,16,"BATTERY",610
2005,16,"SEX OFFENSE",22
2006,17,"STALKING",4
2006,8,"LIQUOR LAW VIOLATION",66
2006,8,"MOTOR VEHICLE THEFT",203
2007,17,"DECEPTIVE PRACTICE",58
2007,4,"MOTOR VEHICLE THEFT",104
2008,5,"GAMBLING",39
2009,8,"PROSTITUTION",392
2009,22,"ASSAULT",211
2010,9,"INTERFERENCE WITH PUBLIC OFFICER",42
2010,8,"PROSTITUTION",325
2010,16,"BATTERY",503
2011,2,"WEAPONS VIOLATION",139
2011,16,"ARSON",1
2011,16,"INTERFERENCE WITH PUBLIC OFFICER",16
2012,22,"PUBLIC PEACE VIOLATION",49
2012,16,"CRIMINAL TRESPASS",207
2002,9,"SEX OFFENSE",38
2002,8,"BURGLARY",190
2019,17,"CRIM SEXUAL ASSAULT",3
2019,4,"WEAPONS VIOLATION",380
2019,22,"PUBLIC PEACE VIOLATION",40
2019,4,"HOMICIDE",7
2015,8,"ROBBERY",81
2016,9,"OTHER OFFENSE",179
2017,22,"THEFT",191
2019,8,"LIQUOR LAW VIOLATION",11
2012,4,"HOMICIDE",22
2016,4,"HOMICIDE",13
2002,9,"CRIMINAL DAMAGE",315
2004,9,"PUBLIC PEACE VIOLATION",109
2004,16,"PROSTITUTION",75
2005,17,"PUBLIC PEACE VIOLATION",120
2005,9,"GAMBLING",65
2005,16,"ASSAULT",189
2007,9,"OFFENSE INVOLVING CHILDREN",48
2007,16,"OFFENSE INVOLVING CHILDREN",16
2007,22,"THEFT",203
2008,17,"OFFENSE INVOLVING CHILDREN",19
2008,22,"DECEPTIVE PRACTICE",43
2008,17,"SEX OFFENSE",12
2008,25,"BATTERY",1203
2009,8,"MOTOR VEHICLE THEFT",115
2009,16,"MOTOR VEHICLE THEFT",22
2011,16,"ASSAULT",135
2011,5,"INTERFERENCE WITH PUBLIC OFFICER",67
2013,17,"OTHER OFFENSE",80
2013,2,"INTERFERENCE WITH PUBLIC OFFICER",38
2018,22,"DECEPTIVE PRACTICE",21
2018,9,"MOTOR VEHICLE THEFT",43
2018,4,"CRIM SEXUAL ASSAULT",11
2015,16,"PROSTITUTION",7
2017,22,"BATTERY",289
2017,2,"ASSAULT",116
2017,22,"CRIMINAL TRESPASS",115
2018,25,"BATTERY",548
2018,8,"CRIMINAL DAMAGE",92
2019,4,"DECEPTIVE PRACTICE",28
2002,5,"DECEPTIVE PRACTICE",51
2002,4,"CRIMINAL DAMAGE",202
2003,9,"SEX OFFENSE",46
2003,17,"BATTERY",607
2005,8,"KIDNAPPING",4
2005,1,"DECEPTIVE PRACTICE",425
2005,5,"OFFENSE INVOLVING CHILDREN",31
2007,4,"CRIMINAL DAMAGE",191
2007,4,"ASSAULT",364
2007,5,"OFFENSE INVOLVING CHILDREN",35
2008,17,"ROBBERY",42
2009,22,"BURGLARY",98
2009,22,"OTHER OFFENSE",121
2010,4,"ROBBERY",53
2010,22,"BATTERY",499
2010,17,"PUBLIC PEACE VIOLATION",72
2010,4,"DECEPTIVE PRACTICE",36
2011,22,"BATTERY",415
2013,8,"ROBBERY",104
2013,9,"ROBBERY",83
2019,8,"BATTERY",627
2015,2,"OFFENSE INVOLVING CHILDREN",16
2015,4,"STALKING",4
2015,16,"OFFENSE INVOLVING CHILDREN",13
2016,5,"MOTOR VEHICLE THEFT",42
2016,9,"ASSAULT",173
2010,4,"CRIM SEXUAL ASSAULT",13
2018,4,"OFFENSE INVOLVING CHILDREN",18
2019,8,"CRIM SEXUAL ASSAULT",4
2002,16,"OBSCENITY",3
2002,17,"BATTERY",680
2004,17,"BURGLARY",53
2004,16,"ROBBERY",28
